precinct_id,is_complete,GEOID10,precinct_name,votes,votes_align1,votes_alignfinal,candidate,precinct,precinct_full,align1,alignfinal,county,congressional_district,precinct_delegates
Clark - 3730,FALSE,32003-3730,3730,0,0,0,klobuchara,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3730,FALSE,32003-3730,3730,0,0,0,patrickd,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3730,FALSE,32003-3730,3730,0,0,0,sandersb,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3730,FALSE,32003-3730,3730,0,0,0,steyert,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3730,FALSE,32003-3730,3730,0,0,0,warrene,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3730,FALSE,32003-3730,3730,0,0,0,yanga,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3730,FALSE,32003-3730,3730,0,0,0,uncommitted,Clark - 3730,Clark - 3730_Clark - 3730,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,bennetm,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,bidenj,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,buttigiegp,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,delaneyj,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,gabbardt,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,klobuchara,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,patrickd,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,sandersb,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,steyert,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,warrene,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,yanga,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3731,FALSE,32003-3731,3731,0,0,0,uncommitted,Clark - 3731,Clark - 3731_Clark - 3731,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,bennetm,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,bidenj,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,buttigiegp,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,delaneyj,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,gabbardt,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,klobuchara,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,patrickd,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,sandersb,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,steyert,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,warrene,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,yanga,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3732,FALSE,32003-3732,3732,0,0,0,uncommitted,Clark - 3732,Clark - 3732_Clark - 3732,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,bennetm,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,bidenj,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,buttigiegp,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,delaneyj,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,gabbardt,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,klobuchara,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,patrickd,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,sandersb,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,steyert,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,warrene,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,yanga,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3733,FALSE,32003-3733,3733,0,0,0,uncommitted,Clark - 3733,Clark - 3733_Clark - 3733,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,bennetm,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,bidenj,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,buttigiegp,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,delaneyj,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,gabbardt,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,klobuchara,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,patrickd,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,sandersb,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,steyert,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,warrene,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,yanga,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3734,FALSE,32003-3734,3734,0,0,0,uncommitted,Clark - 3734,Clark - 3734_Clark - 3734,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,bennetm,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,bidenj,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,buttigiegp,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,delaneyj,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,gabbardt,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,klobuchara,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,patrickd,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,sandersb,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,steyert,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,warrene,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,yanga,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3735,FALSE,32003-3735,3735,0,0,0,uncommitted,Clark - 3735,Clark - 3735_Clark - 3735,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,bennetm,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,bidenj,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,buttigiegp,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,delaneyj,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,gabbardt,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,klobuchara,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,patrickd,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,sandersb,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,steyert,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,warrene,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,yanga,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3736,FALSE,32003-3736,3736,0,0,0,uncommitted,Clark - 3736,Clark - 3736_Clark - 3736,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,bennetm,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,bidenj,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,buttigiegp,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,delaneyj,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,gabbardt,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,klobuchara,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,patrickd,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,sandersb,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,steyert,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,warrene,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,yanga,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3737,FALSE,32003-3737,3737,0,0,0,uncommitted,Clark - 3737,Clark - 3737_Clark - 3737,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,bennetm,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,bidenj,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,buttigiegp,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,delaneyj,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,gabbardt,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,klobuchara,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,patrickd,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,sandersb,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,steyert,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,warrene,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,yanga,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3738,FALSE,32003-3738,3738,0,0,0,uncommitted,Clark - 3738,Clark - 3738_Clark - 3738,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,bennetm,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,bidenj,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,buttigiegp,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,delaneyj,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,gabbardt,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,klobuchara,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,patrickd,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,sandersb,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,steyert,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,warrene,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,yanga,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3739,FALSE,32003-3739,3739,0,0,0,uncommitted,Clark - 3739,Clark - 3739_Clark - 3739,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,bennetm,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,bidenj,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,buttigiegp,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,delaneyj,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,gabbardt,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,klobuchara,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,patrickd,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,sandersb,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,steyert,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,warrene,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,yanga,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3740,FALSE,32003-3740,3740,0,0,0,uncommitted,Clark - 3740,Clark - 3740_Clark - 3740,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,bennetm,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,bidenj,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,buttigiegp,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,delaneyj,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,gabbardt,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,klobuchara,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,patrickd,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,sandersb,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,steyert,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,warrene,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,yanga,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3741,FALSE,32003-3741,3741,0,0,0,uncommitted,Clark - 3741,Clark - 3741_Clark - 3741,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,bennetm,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,bidenj,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,buttigiegp,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,delaneyj,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,gabbardt,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,klobuchara,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,patrickd,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,sandersb,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,steyert,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,warrene,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,yanga,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3742,FALSE,32003-3742,3742,0,0,0,uncommitted,Clark - 3742,Clark - 3742_Clark - 3742,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,bennetm,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,bidenj,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,buttigiegp,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,delaneyj,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,gabbardt,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,klobuchara,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,patrickd,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,sandersb,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,steyert,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,warrene,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,yanga,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3743,FALSE,32003-3743,3743,0,0,0,uncommitted,Clark - 3743,Clark - 3743_Clark - 3743,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,bennetm,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,bidenj,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,buttigiegp,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,delaneyj,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,gabbardt,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,klobuchara,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,patrickd,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,sandersb,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,steyert,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,warrene,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,yanga,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3744,FALSE,32003-3744,3744,0,0,0,uncommitted,Clark - 3744,Clark - 3744_Clark - 3744,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,bennetm,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,bidenj,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,buttigiegp,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,delaneyj,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,gabbardt,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,klobuchara,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,patrickd,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,sandersb,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,steyert,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,warrene,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,yanga,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3745,FALSE,32003-3745,3745,0,0,0,uncommitted,Clark - 3745,Clark - 3745_Clark - 3745,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,bennetm,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,bidenj,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,buttigiegp,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,delaneyj,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,gabbardt,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,klobuchara,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,patrickd,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,sandersb,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,steyert,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,warrene,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
Clark - 3747,FALSE,32003-3747,3747,0,0,0,yanga,Clark - 3747,Clark - 3747_Clark - 3747,0,0,NA,NA,NA
